product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color
"8 (512GB, Brown)",Smartphones,699,0,45,OnePlus,8.75 out of 10,38,1.5.2024,brown
"P30 Pro (1TB, Green)",Smartphones,850,0,375,Huawei,8.5 out of 10,301,8.12.2024,green
"Zoom Freak 3 (White, EU 38)",Shoes,120,180,466,Nike,8.75 out of 10,374,12.23.2024,white
"Galaxy Tab A7 (128GB, Orange)",Tablets,279,50,128,Samsung,8.3 out of 10,104,7.23.2025,orange
"65R635 (50"", Brown frame)",TVs,499,0,583,TCL,8.5 out of 10,472,2.11.2023,brown
"Air Force 1 (Purple, EU 40)",Shoes,110,176,184,Nike,no value,147,1.6.2020,purple
Ninjago City (70620) (Purple),Toys,299.99,320,833,LEGO,9.5 out of 10,660,3.18.2023,purple
"Samba Jersey (Gray, XL)",Clothing,65,196,718,Adidas,8.75 out of 10,575,2.12.2021,gray
"Surface Pro 7 (512GB, Gray)",Tablets,1399,400,317,Microsoft,8.65 out of 10,258,12.6.2024,gray
"AirPods Max (Wired, Brown)",Headphones,449,214,362,Apple,8.75 out of 10,295,12.3.2023,red
N64 (Purple),Gaming Consoles,120,36,802,Nintendo,9 out of 10,635,1.15.2021,purple
Craft (Brown),Keyboards,49.99,125,75,Logitech,8.75 out of 10,62,11.2.2021,brown
Clue (Purple),Toys,20,19,581,Hasbro,8.5 out of 10,470,10.21.2023,purple
"P20 (128GB, Purple)",Smartphones,350,210,10,Huawei,8 out of 10,9,9.3.2022,purple
Apex Pro Mini (Yellow),Keyboards,129.99,0,397,SteelSeries,9.2 out of 10,323,11.12.2022,yellow
"Tech Shorts (Orange, L)",Clothing,35,80,133,Under Armour,8.5 out of 10,117,4.12.2024,orange
"QuietComfort Earbuds (Wired, Orange)",Headphones,179,0,238,Bose,8.75 out of 10,201,2.1.2022,red
Foodi Grill (Gray),Kitchen,229.99,0,157,Ninja,8.75 out of 10,121,4.7.2021,gray
"65S535 (43"", Black frame)",TVs,499,31,252,TCL,8.5 out of 10,202,11.2.2023,black
"55PUS7334 (65"", Blue frame)",TVs,700,0,295,Philips,8.3 out of 10,233,10.18.2020,blue
Rival 110 (Black),Mice,29.99,out of stock,773,SteelSeries,8.3 out of 10,641,12.10.2020,black
Cosm Chair (Purple),Furniture,1495,194,100,Herman Miller,9 out of 10,81,4.3.2021,purple
"10 Pro (1TB, White)",Smartphones,849,190,361,OnePlus,8.5 out of 10,292,11.24.2024,white
"ENVY 15 (64GB, Black)",Laptops,1200,485,879,HP,8.5 out of 10,708,12.13.2024,black
Food Processor KFP1466 (Red),Kitchen,329.99,160,178,KitchenAid,8.75 out of 10,149,12.1.2021,red
"65OLED936 (65"", Brown frame)",TVs,2800,403,523,Philips,8.8 out of 10,420,3.5.2021,brown
Billy Bookcase (Orange),Furniture,59.99,232,841,IKEA,8.25 out of 10,685,6.23.2022,orange
"65PUS8504 (65"", Yellow frame)",TVs,1200,0,128,Philips,7.8 out of 10,105,12.9.2023,yellow
One-Touch Tea Maker (Brown),Kitchen,300,344,853,Breville,no value,676,6.6.2022,brown
Nutri Pro Blender (Blue),Kitchen,99.99,96,161,Ninja,8.75 out of 10,121,3.17.2025,blue
"AirPods (2nd generation) (Wireless, Gray)",Headphones,129,401,34,Apple,8.75 out of 10,26,9.20.2025,gray
Sorry! (Yellow),Toys,20,0,213,Hasbro,8.75 out of 10,173,6.9.2021,yellow
Basilisk V3 (Red),Mice,69.99,126,8,Razer,8.75 out of 10,6,2.24.2020,red
"Dunk Low (Brown, EU 40)",Shoes,110,282,990,Nike,8.75 out of 10,800,2.23.2025,brown
"XPS 13 (9370) (64GB, Yellow)",Laptops,1700,out of stock,348,Dell,8.75 out of 10,269,10.11.2024,yellow
"OLED G1 (43"", Yellow frame)",TVs,1399,73,224,LG,9 out of 10,174,5.21.2023,yellow
"Legacy Lifter (Gray, EU 40)",Shoes,130,117,676,Reebok,8.75 out of 10,552,12.5.2020,gray
"QuietComfort Earbuds (Wireless, Brown)",Headphones,249,0,913,Bose,8.7 out of 10,717,9.27.2024,brown
"ZenBook Pro Duo 15 (256GB, White)",Laptops,3000,5,993,Asus,8.5 out of 10,794,12.19.2022,white
Max (Yellow),Kitchen,79.99,370,293,Instant Pot,9.2 out of 10,235,9.30.2022,yellow
"Galaxy Tab S8 Ultra (128GB, Green)",Tablets,999,215,460,Samsung,8.75 out of 10,371,12.19.2025,green
Watch Series 3 (Orange),Watches,199,52,979,Apple,8.5 out of 10,780,10.9.2021,orange
Operation (Black),Toys,20,275,300,Hasbro,8.5 out of 10,251,3.8.2025,black
"RC Elite (Brown, EU 42)",Shoes,225,264,284,New Balance,8.45 out of 10,226,11.27.2025,brown
"530 (Yellow, EU 42)",Shoes,110,243,642,New Balance,8.5 out of 10,503,8.15.2025,yellow
"ThinkBook 15 (256GB, Green)",Laptops,750,157,592,Lenovo,8.5 out of 10,478,8.21.2021,green
"Jersey Dress (Red, XS)",Clothing,24.99,0,604,H&M,8.3 out of 10,493,12.11.2022,red
Duo Evo Plus (White),Kitchen,129.99,0,252,Instant Pot,9.2 out of 10,206,1.1.2024,white
Bakugan Battle Arena (Orange),Toys,24.99,317,661,Spin Master,8.5 out of 10,510,9.21.2024,orange
"OLED CX (50"", Gray frame)",TVs,1200,46,552,LG,9.3 out of 10,444,12.10.2021,gray
Arc Mouse (White),Mice,79.99,406,937,Microsoft,8.5 out of 10,740,5.28.2022,white
Viper Ultimate (Orange),Mice,129.99,214,362,Razer,8.85 out of 10,277,4.2.2022,orange
"512 Slim Taper Jeans (Purple, L)",Clothing,69.5,90,296,Levi's,8.75 out of 10,248,9.18.2024,purple
"QuietComfort 35 II (Wired, Blue)",Headphones,279,98,391,Bose,9.2 out of 10,329,10.10.2022,red
K95 RGB Platinum (Orange),Keyboards,199.99,130,729,Corsair,8.75 out of 10,578,1.3.2024,orange
Darcy Sofa (Purple),Furniture,599.99,360,591,Ashley Furniture,8.65 out of 10,470,6.4.2020,purple
Galaxy Watch (Yellow),Watches,299.99,475,794,Samsung,8.75 out of 10,621,8.18.2025,yellow
"Fresh Foam 1080 (White, EU 46)",Shoes,159.99,0,638,New Balance,,509,10.24.2023,white
PlayStation 1 (White),Gaming Consoles,120,0,970,Sony,8.5 out of 10,776,7.1.2023,white
"Nano X (Gray, EU 42)",Shoes,130,0,460,Reebok,8.5 out of 10,372,11.7.2020,gray
Air Fryer AF101 (Red),Kitchen,99.99,0,847,Ninja,8.75 out of 10,700,4.21.2021,red
"AirPods Pro (1st generation) (Wired, Red)",Headphones,199,346,930,Apple,8.75 out of 10,751,10.6.2021,red
Tech Deck (Black),Toys,14.99,430,73,Spin Master,8.5 out of 10,51,3.12.2020,black
Foodi Digital Air Fry Oven (White),Kitchen,229.99,347,292,Ninja,8.75 out of 10,226,11.27.2025,white
"ThinkPad X1 Yoga (4th Gen) (128GB, Black)",Laptops,1200,246,404,Lenovo,8.5 out of 10,326,2.16.2025,black
"iPhone XR (512GB, Purple)",Smartphones,749,320,562,Apple,8.5 out of 10,433,9.5.2024,purple
"Sherpa Trucker Jacket (White, M)",Clothing,89.99,91,469,Levi's,8.5 out of 10,366,11.11.2024,white
"574 (Brown, EU 44)",Shoes,85,0,150,New Balance,8.5 out of 10,107,4.18.2020,brown
Game Gear (Blue),Gaming Consoles,150,215,817,Sega,8.25 out of 10,659,7.30.2025,blue
Professional Blender (Purple),Kitchen,139.99,85,212,Ninja,8.75 out of 10,179,9.24.2023,purple
"501 Shorts (White, XS)",Clothing,69.5,120,528,Levi's,8.35 out of 10,408,9.4.2024,white
"iPhone 8 (512GB, Red)",Smartphones,450,0,308,Apple,7.5 out of 10,239,8.6.2021,red
"Basket (Gray, EU 44)",Shoes,70,169,372,Puma,8.5 out of 10,297,12.22.2025,gray
"Storm Cyclone Jacket (Yellow, XL)",Clothing,120,227,65,Under Armour,8.5 out of 10,48,7.15.2021,yellow
"PXC 550 (Wired, Blue)",Headphones,279.95,372,537,Sennheiser,8.75 out of 10,420,9.12.2024,red
Apex Pro (Black),Keyboards,199.99,337,904,SteelSeries,no value,730,7.8.2020,black
"NanoCell 90 (75"", White frame)",TVs,1399,out of stock,846,LG,8.4 out of 10,661,12.26.2021,white
G915 Lightspeed (Purple),Keyboards,249.99,229,350,Logitech,,270,7.21.2023,purple
BlackWidow V3 (Purple),Keyboards,139.99,480,462,Razer,8.75 out of 10,378,7.11.2021,black
"AirPods Pro (2nd generation) (Wireless, Purple)",Headphones,249,121,115,Apple,9.3 out of 10,89,4.24.2022,purple
Lynx (Gray),Gaming Consoles,79.99,249,257,Atari,7.5 out of 10,203,11.12.2023,gray
"NanoCell 90 (50"", Gray frame)",TVs,699,0,842,LG,8.7 out of 10,668,6.16.2025,gray
UNO Card Game (White),Toys,9.99,352,616,Mattel,8.75 out of 10,488,10.31.2025,white
Draycoll Recliner (White),Furniture,450,0,712,Ashley Furniture,8.35 out of 10,560,12.11.2023,white
M330 Silent Plus (Black),Mice,25.99,0,59,Logitech,8.75 out of 10,48,11.22.2022,black
"iPhone 12 (512GB, White)",Smartphones,749,0,536,Apple,8.3 out of 10,408,6.7.2024,white
HR3752 Blender (Black),Kitchen,150,0,80,Philips,8.7 out of 10,56,6.22.2023,black
"Mi 11 (1TB, Orange)",Smartphones,899,0,695,Xiaomi,8.5 out of 10,557,3.5.2020,orange
BlackWidow V3 (Red),Keyboards,139.99,out of stock,859,Razer,8.75 out of 10,701,5.2.2021,red
Galaxy Fit (Blue),Watches,99.99,484,101,Samsung,8.5 out of 10,78,9.4.2022,blue
"501 Shorts (Green, XXL)",Clothing,49.99,0,629,Levi's,8.75 out of 10,500,9.25.2025,green
Ideas Tree House (21318) (Orange),Toys,249.99,0,608,LEGO,9.5 out of 10,487,1.4.2022,orange
Caper Chair (Black),Furniture,345,480,150,Herman Miller,8.75 out of 10,111,2.2.2020,black
Cynosa Chroma (Gray),Keyboards,59.99,458,999,Razer,8.25 out of 10,778,12.22.2024,gray
"Galaxy S20 (256GB, Black)",Smartphones,699,455,324,Samsung,8.75 out of 10,264,11.3.2021,black
Vivoactive 4 (Orange),Watches,250,342,882,Garmin,,696,9.11.2021,orange
"Pavilion 14 (256GB, White)",Laptops,650,0,711,HP,8.3 out of 10,570,9.9.2025,white
"ZenBook 14 UX425 (128GB, Purple)",Laptops,800,312,181,Asus,8.75 out of 10,151,8.30.2025,purple
Smart Oven Air (White),Kitchen,399.95,0,48,Breville,8.75 out of 10,39,9.5.2022,white
Viva (Black),Kitchen,119.99,52,477,Instant Pot,8.75 out of 10,386,2.27.2020,black
"iPhone 6S (256GB, Orange)",Smartphones,299,450,812,Apple,7.5 out of 10,643,6.13.2025,orange
Watch Series 8 (Red),Watches,399,2,966,Apple,9.2 out of 10,758,9.24.2023,red
"12 (1TB, Blue)",Smartphones,90,373,715,Xiaomi,8.25 out of 10,559,6.8.2022,blue
"Pro Tights (Gray, M)",Clothing,50,278,435,Nike,8.75 out of 10,345,12.1.2025,gray
"Bravia A8H (75"", Yellow frame)",TVs,3299,0,820,Sony,8.75 out of 10,674,1.16.2021,yellow
"WH-XB900N (Wired, White)",Headphones,99.99,0,80,Sony,8.5 out of 10,66,4.11.2021,red
"Crewneck Sweatshirt (Blue, XS)",Clothing,19.99,114,438,H&M,7.5 out of 10,364,12.18.2022,blue
Hemnes TV Bench (Black),Furniture,179,0,814,IKEA,8.4 out of 10,658,3.10.2020,black
Pro 10-in-1 (Gray),Kitchen,129.99,448,934,Instant Pot,9.2 out of 10,748,11.2.2022,gray
Huntsman V2 Analog (Purple),Keyboards,249.99,464,233,Razer,8.75 out of 10,181,10.17.2024,purple
Ultra 10-in-1 (White),Kitchen,129.99,92,37,Instant Pot,8.85 out of 10,30,10.2.2023,white
"65S535 (65"", Brown frame)",TVs,799,315,328,TCL,8.65 out of 10,275,3.25.2022,brown
"Galaxy S8 (64GB, Gray)",Smartphones,200,0,803,Samsung,8 out of 10,640,5.21.2024,gray
Watch Series 2 (Blue),Watches,299,138,781,Apple,8.5 out of 10,633,6.24.2022,blue
Nomad (Purple),Gaming Consoles,150,344,11,Sega,7.5 out of 10,10,5.13.2024,purple
"iPad Air (2022) (64GB, Green)",Tablets,599,out of stock,845,Apple,9.3 out of 10,653,3.30.2024,green
G Pro Mechanical (White),Keyboards,129.99,392,18,Logitech,8.75 out of 10,12,1.19.2021,white
"12 (1TB, Purple)",Smartphones,120,398,963,Xiaomi,8.5 out of 10,763,8.20.2023,purple
Viper Mini (Brown),Mice,39.99,477,470,Razer,9 out of 10,368,8.29.2022,brown
M330 Silent Plus (Red),Mice,30,51,404,Logitech,8.75 out of 10,308,5.26.2022,red
Inspire 2 (Blue),Watches,199.95,306,255,Fitbit,8.5 out of 10,206,8.1.2022,blue
"Bravia X900H (65"", Blue frame)",TVs,1000,299,96,Sony,9 out of 10,75,11.9.2023,blue
"MacBook Pro 13 (2022) (1TB, Orange)",Laptops,1699,35,694,Apple,9.25 out of 10,564,12.6.2021,orange
"ZoomX Vaporfly Next% (Black, EU 46)",Shoes,250,0,286,Nike,9.2 out of 10,233,8.5.2023,black
Little People Caring for Animals Farm (Purple),Toys,39.99,66,658,Fisher-Price,8.75 out of 10,517,5.24.2022,purple
"P20 Pro (1TB, Black)",Smartphones,1200,137,299,Huawei,8.35 out of 10,245,10.5.2021,black
"Classic Leather (Blue, EU 46)",Shoes,90,0,622,Reebok,8.5 out of 10,499,3.1.2024,blue
"70PUS6724 (75"", Purple frame)",TVs,1200,344,810,Philips,7.8 out of 10,648,7.31.2025,purple
"Basic Hoodie (White, XS)",Clothing,25,236,297,H&M,8.5 out of 10,237,6.29.2024,white
"AirPods Pro (1st generation) (Wireless, Brown)",Headphones,249,67,925,Apple,9.2 out of 10,739,1.7.2024,brown
"Tab P11 (64GB, Black)",Tablets,249.99,0,668,Lenovo,8.25 out of 10,525,2.13.2022,black
"Sportswear Club Fleece Joggers (Gray, XS)",Clothing,55,246,642,Nike,8.75 out of 10,520,9.4.2025,gray
"iPhone 14 (1TB, Orange)",Smartphones,1499,210,780,Apple,9 out of 10,636,8.29.2021,orange
"Faux Leather Biker Jacket (Orange, XL)",Clothing,49.99,0,656,H&M,8.25 out of 10,536,8.21.2024,orange
"Surface Go (256GB, White)",Tablets,549.99,396,26,Microsoft,7.8 out of 10,23,2.1.2024,white
Wireless Mobile Mouse 4000 (Red),Mice,29.95,45,839,Microsoft,8.5 out of 10,668,5.9.2023,red
"Legion 7 (64GB, Red)",Laptops,3799,189,730,Lenovo,8.75 out of 10,585,5.18.2024,red
Precision Mouse (Brown),Mice,49.99,164,581,Microsoft,8.75 out of 10,469,4.1.2025,brown
"iPhone 14 (64GB, Orange)",Smartphones,699,0,315,Apple,8.9 out of 10,251,1.4.2020,orange
"Superstar (White, EU 46)",Shoes,100,180,709,Adidas,8.95 out of 10,566,8.23.2025,white
"CX 400BT (Wireless, Red)",Headphones,129.95,266,865,Sennheiser,9 out of 10,695,1.29.2020,red
Huntsman Tournament Edition (Orange),Keyboards,129.99,91,4,Razer,8.75 out of 10,3,11.18.2025,orange
Watch SE (Orange),Watches,279,0,483,Apple,8.75 out of 10,384,8.2.2022,orange
MX Master (Brown),Mice,99.99,191,698,Logitech,9.2 out of 10,552,10.9.2022,brown
Operation (Red),Toys,20,0,172,Hasbro,8.5 out of 10,135,11.27.2024,red
"327 (Brown, EU 38)",Shoes,140,0,803,New Balance,8.75 out of 10,640,7.21.2025,brown
Forerunner 945 (Brown),Watches,599.99,0,161,Garmin,9.2 out of 10,127,6.8.2024,brown
2600 (Black),Gaming Consoles,49.99,153,276,Atari,7.5 out of 10,214,3.26.2022,black
"Stan Smith (White, EU 40)",Shoes,95,0,111,Adidas,8.5 out of 10,91,6.1.2025,white
Infant to Toddler Rocker (Red),Toys,49.99,81,911,Fisher-Price,8.75 out of 10,729,5.8.2022,red
Magic Trackpad (Black),Mice,149,0,281,Apple,8.6 out of 10,218,10.21.2025,black
Modern Keyboard with Fingerprint ID (Gray),Keyboards,129.99,451,830,Microsoft,8.5 out of 10,659,1.30.2024,gray
"75PML9506 (75"", Brown frame)",TVs,1799,453,226,Philips,8.75 out of 10,161,12.24.2024,brown
7800 (White),Gaming Consoles,49.99,0,515,Atari,7.5 out of 10,428,2.20.2024,white
Star Wars Millennium Falcon (75192) (Brown),Toys,849.99,174,357,LEGO,9.5 out of 10,279,3.31.2023,brown
"UA Rush T-Shirt (Purple, XXL)",Clothing,40,500,855,Under Armour,8.5 out of 10,667,8.29.2025,purple
"Bravia A80J (43"", Black frame)",TVs,1299.99,426,93,Sony,8.75 out of 10,72,2.3.2023,black
Rival 3 (Black),Mice,29.99,431,73,SteelSeries,8.75 out of 10,54,11.30.2022,black
"3-Stripes Track Jacket (Green, XXL)",Clothing,75,80,636,Adidas,8.5 out of 10,513,5.26.2023,green
"Inspiron 14 5000 (256GB, Blue)",Laptops,650,215,761,Dell,8.5 out of 10,613,7.27.2024,blue
Setu Chair (Orange),Furniture,795,457,674,Herman Miller,9.3 out of 10,551,12.9.2021,orange
Magic Mouse 2 (Blue),Mice,79,0,709,Apple,8.75 out of 10,561,6.6.2024,blue
"Galaxy Tab S5e (1TB, Black)",Tablets,800,0,0,Samsung,8.5 out of 10,0,8.24.2021,black
"SoundSport Wireless (Wired, Yellow)",Headphones,99.95,150,154,Bose,8.75 out of 10,125,1.8.2025,red
Monopoly Board Game (White),Toys,19.99,0,215,Hasbro,8.5 out of 10,177,2.23.2021,white
"NanoCell 90 (75"", Orange frame)",TVs,2000,167,345,LG,8.5 out of 10,276,11.16.2024,orange
Spiralizer Attachment (Blue),Kitchen,99.99,143,739,KitchenAid,9.25 out of 10,578,12.21.2024,blue
"5T (1TB, Blue)",Smartphones,499,405,136,OnePlus,8.75 out of 10,100,4.23.2025,blue
"CrossFit Nano 9 (White, EU 39)",Shoes,130,227,191,Reebok,8.75 out of 10,159,6.19.2022,white
2-Slice Toaster (Orange),Kitchen,49.99,272,166,KitchenAid,8.75 out of 10,129,11.19.2022,orange
"Club C 85 (Green, EU 44)",Shoes,75,0,352,Reebok,8.5 out of 10,276,10.26.2022,green
"Surface Pro X (256GB, Orange)",Tablets,1199,92,989,Microsoft,8.5 out of 10,775,1.14.2024,orange
"iPhone XR (64GB, Green)",Smartphones,499,328,460,Apple,8.75 out of 10,358,12.24.2024,green
"Elite 85t (Wired, Purple)",Headphones,180,346,322,Jabra,8.7 out of 10,257,12.5.2023,red
"HD 560S (Wireless, White)",Headphones,199,15,848,Sennheiser,9.12 out of 10,688,12.22.2020,white
"The Frame LS03T (75"", Purple frame)",TVs,2999,0,934,Samsung,8.5 out of 10,764,12.15.2023,purple
GameCube (Brown),Gaming Consoles,300,0,330,Nintendo,,261,11.13.2020,brown
Avance Collection Indoor Grill (Black),Kitchen,250,53,259,Philips,8.75 out of 10,211,11.26.2025,black
"996 (Gray, EU 42)",Shoes,150,0,416,New Balance,8.5 out of 10,322,10.16.2022,gray
XXL Grill (Orange),Kitchen,299.99,0,984,Philips,8.75 out of 10,822,4.6.2025,orange
Foodi Digital Air Fry Oven (Purple),Kitchen,299,0,248,Ninja,9.2 out of 10,194,4.26.2025,purple
"Nova 9 (64GB, Yellow)",Smartphones,350,486,959,Huawei,7.8 out of 10,754,2.4.2020,yellow
"Galaxy Tab S6 (128GB, Blue)",Tablets,649.99,0,166,Samsung,8.75 out of 10,134,3.28.2025,blue
GameCube (Yellow),Gaming Consoles,150,353,263,Nintendo,8.5 out of 10,211,8.16.2022,yellow
"Trucker Jacket (White, XL)",Clothing,89.99,206,331,Levi's,8.75 out of 10,259,5.4.2020,white
Mighty Mouse (White),Mice,49,483,900,Apple,7.5 out of 10,702,12.2.2022,white
MARQ Athlete (Purple),Watches,1500,117,542,Garmin,8.5 out of 10,430,2.17.2021,purple
Foodi Grill (White),Kitchen,229.99,465,277,Ninja,9.2 out of 10,215,3.29.2023,white
Malm Bed Frame (Blue),Furniture,249,178,525,IKEA,8.3 out of 10,444,4.8.2022,blue
HD2137 Pressure Cooker (Gray),Kitchen,89.99,0,670,Philips,8.75 out of 10,524,5.15.2022,gray
F-91W (Orange),Watches,18,335,959,Casio,8.5 out of 10,780,4.12.2020,orange
Pro Type Ultra (Purple),Keyboards,159.99,221,800,Razer,8.7 out of 10,637,3.23.2020,purple
"Suede Classic (Black, EU 38)",Shoes,65,144,443,Puma,8.5 out of 10,341,11.26.2024,black
Classic IntelliMouse (White),Mice,25,333,312,Microsoft,8.5 out of 10,251,3.9.2020,white
Kinetic Sand (Black),Toys,14.99,0,74,Spin Master,8.75 out of 10,51,1.4.2024,black
Huntsman Tournament Edition (Green),Keyboards,129.99,0,219,Razer,8.75 out of 10,173,2.7.2022,green
MX Master (Red),Mice,99.99,469,577,Logitech,9.5 out of 10,458,9.22.2021,red
"AirPods (2nd generation) (Wireless, Brown)",Headphones,129,496,347,Apple,8.75 out of 10,278,6.13.2024,brown
"Court Victory Skirt (Brown, L)",Clothing,65,0,13,Nike,8.75 out of 10,12,9.28.2025,brown
Embody Chair (Black),Furniture,1795,322,156,Herman Miller,9.5 out of 10,123,7.1.2022,black
Pico (Blue),Gaming Consoles,150,3,356,Sega,7.5 out of 10,276,6.3.2021,blue
"Curry Basketball Jersey (White, XXL)",Clothing,120,375,823,Under Armour,8.75 out of 10,649,7.13.2025,white
Surface Keyboard (Red),Keyboards,89.99,17,994,Microsoft,8.45 out of 10,799,6.2.2021,red
"Stan Smith (Blue, EU 39)",Shoes,100,119,85,Adidas,8.75 out of 10,68,8.23.2021,blue
Magic Mouse 2 (Green),Mice,79,367,653,Apple,no value,505,2.16.2021,green
Sensei 310 (Blue),Mice,49.99,228,586,SteelSeries,8.75 out of 10,488,2.19.2025,blue
Naga Trinity (Orange),Mice,99.99,460,627,Razer,8.75 out of 10,503,5.7.2020,orange
"OLED A1 (75"", Blue frame)",TVs,1799,335,849,LG,8.75 out of 10,707,7.27.2022,blue
2600 (Blue),Gaming Consoles,50,107,123,Atari,8.5 out of 10,103,10.26.2024,blue
"IE 80 S (Wireless, Gray)",Headphones,199.95,24,748,Sennheiser,8.75 out of 10,592,12.18.2023,gray
"ROG Strix Scar 15 (256GB, Orange)",Laptops,2199,169,949,Asus,9.2 out of 10,760,2.11.2023,orange
G613 Wireless (Orange),Keyboards,70,0,42,Logitech,8.75 out of 10,37,7.18.2023,orange
Master System (Green),Gaming Consoles,150,103,774,Sega,7.5 out of 10,607,5.19.2025,green
Foodi Digital Air Fry Oven (Gray),Kitchen,229.99,310,670,Ninja,8.75 out of 10,543,4.18.2025,gray
"Future Rider (Red, EU 40)",Shoes,90,262,354,Puma,8.5 out of 10,294,9.27.2024,red
"Yeezy 700 (Orange, EU 44)",Shoes,300,197,441,Adidas,8.5 out of 10,353,9.6.2020,orange
Air Fryer AF101 (Green),Kitchen,99.99,0,139,Ninja,8.75 out of 10,103,9.2.2022,green
Baby's First Blocks (Black),Toys,12.99,0,648,Fisher-Price,9.3 out of 10,507,12.11.2021,black
Hot Wok Pro (White),Kitchen,129.99,31,245,Breville,8.75 out of 10,198,4.25.2022,white
Master System (Blue),Gaming Consoles,120,46,529,Sega,7.5 out of 10,436,3.12.2020,blue
"4-Series 55S435 (50"", Orange frame)",TVs,320,242,320,TCL,8.3 out of 10,248,11.6.2023,orange
"EliteBook 840 G6 (128GB, Orange)",Laptops,1200,0,12,HP,8.5 out of 10,9,2.21.2024,orange
Classic IntelliMouse (Orange),Mice,39.99,240,901,Microsoft,8.5 out of 10,753,5.17.2023,orange
Wii (Black),Gaming Consoles,180,189,133,Nintendo,8.75 out of 10,110,5.9.2020,black
Paw Patrol Mighty Lookout Tower (Gray),Toys,99.99,189,797,Spin Master,8.7 out of 10,617,7.30.2021,gray
"QN85A Neo QLED (65"", Green frame)",TVs,1499,103,526,Samsung,8.75 out of 10,431,8.26.2021,green
"Pro HyperWarm Top (Green, L)",Clothing,60,227,272,Nike,8.75 out of 10,209,1.16.2021,green
"iPhone X (64GB, Purple)",Smartphones,499,0,91,Apple,8.5 out of 10,79,5.30.2025,purple
"iPhone XR (64GB, Yellow)",Smartphones,499,0,449,Apple,8.7 out of 10,358,2.9.2025,yellow
"NMD R1 (Brown, EU 46)",Shoes,130,0,87,Adidas,8.75 out of 10,67,2.26.2021,brown
"992 (Purple, EU 42)",Shoes,175,350,907,New Balance,9.2 out of 10,737,4.29.2020,purple
Natural Ergonomic Keyboard 4000 (Brown),Keyboards,50,458,674,Microsoft,8.5 out of 10,525,10.16.2024,brown
"Bravia X900H (50"", Green frame)",TVs,849.99,200,58,Sony,8.75 out of 10,41,1.11.2021,green
Magic Mouse (Late 2022) (Blue),Mice,99,54,613,Apple,8.5 out of 10,497,1.3.2022,blue
BCI600XL Smart Scoop (Green),Kitchen,299.95,15,520,Breville,8.75 out of 10,410,11.18.2021,green
"MatePad Paper (128GB, Green)",Tablets,499,92,225,Huawei,8.3 out of 10,176,4.19.2025,green
Kinect (Red),Gaming Consoles,149.99,483,733,Microsoft,,578,3.29.2023,red
"Bravia X950H (50"", Blue frame)",TVs,999.99,315,353,Sony,8.75 out of 10,285,2.16.2021,blue
Master System (Yellow),Gaming Consoles,120,0,348,Sega,8 out of 10,276,7.22.2025,yellow
"XPS 15 (9500) (128GB, Blue)",Laptops,1200,out of stock,109,Dell,8.75 out of 10,76,12.1.2022,blue
"Air Force 1 (Yellow, EU 42)",Shoes,120,270,414,Nike,9.2 out of 10,331,8.2.2021,yellow
"5-Series S546 (43"", Gray frame)",TVs,350,266,656,TCL,8.4 out of 10,512,4.23.2025,gray
